Adèle	O	O	-
Bourgeois	O	O	-
Némoville	O	O	-
Beauregard	O	O	-
,	O	O	-
1917	O	O	-
(	O	O	-
pp	O	O	-
.	O	O	-
9	O	O	-
-	O	O	-
13	O	O	-
)	O	O	-
.	O	O	-
Chapitre	O	O	-
I	O	O	-
.	O	O	-
L'	O	O	-
Abbé	O	O	-
Bernard	O	O	-
On	O	O	-
était	O	O	-
au	O	O	-
vingt	O	O	-
-	O	O	-
quatre	O	O	-
octobre	O	O	-
1875	O	O	-
,	O	O	-
à	O	O	-
huit	O	O	-
heures	O	O	-
du	O	O	-
soir	O	O	-
.	O	O	-
La	O	O	-
soirée	O	O	-
était	O	O	-
magnifique	O	O	-
,	O	O	-
quoiqu'	O	O	-
un	O	O	-
peu	O	O	-
fraîche	O	O	-
.	O	O	-
Dans	O	O	-
les	O	O	-
allées	O	O	-
d'	O	O	-
un	O	O	-
jardin	O	O	-
,	O	O	-
qui	O	O	-
contenait	O	O	-
encore	O	O	-
quelques	O	O	-
fleurs	O	O	-
tardives	O	O	-
,	O	O	-
un	O	O	-
prêtre	O	O	-
se	O	O	-
promenait	O	O	-
en	O	O	-
récitant	O	O	-
dévotement	O	O	-
son	O	O	-
rosaire	O	O	-
.	O	O	-
Ce	O	O	-
prêtre	O	O	-
pouvait	O	O	-
avoir	O	O	-
quarante	O	O	-
ans	O	O	-
,	O	O	-
ou	O	O	-
quarante	O	O	-
-	O	O	-
cinq	O	O	-
,	O	O	-
peut	O	O	-
-	O	O	-
être	O	O	-
.	O	O	-
Sa	O	O	-
figure	O	O	-
intelligente	O	O	-
et	O	O	-
belle	O	O	-
,	O	O	-
était	O	O	-
jeune	O	O	-
encore	O	O	-
,	O	O	-
quoique	O	O	-
des	O	O	-
cheveux	O	O	-
blancs	O	O	-
se	O	O	-
mêlassent	O	O	-
à	O	O	-
ses	O	O	-
cheveux	O	O	-
blonds	O	O	-
.	O	O	-
Ce	O	O	-
prêtre	O	O	-
c'	O	O	-
était	O	O	-
l'	O	O	-
abbé	O	O	-
Bernard	O	O	-
.	O	O	-
Sa	O	O	-
santé	O	O	-
chancelante	O	O	-
ne	O	O	-
lui	O	O	-
permettait	O	O	-
pas	O	O	-
d'	O	O	-
exercer	O	O	-
le	O	O	-
saint	O	O	-
ministère	O	O	-
,	O	O	-
et	O	O	-
il	O	O	-
était	O	O	-
en	O	O	-
visite	O	O	-
chez	O	O	-
un	O	O	-
curé	O	O	-
de	O	O	-
ses	O	O	-
amis	O	O	-
.	O	O	-
Sans	O	O	-
doute	O	O	-
