George	O	O	-
Sand	O	O	-
Nouvelle	O	O	-
ÉDition	O	O	-
Paris	O	O	-
Calmann	O	O	-
LÉVy	O	O	-
,	O	O	-
ÉDiteur	O	O	-
Ancienne	O	O	-
Maison	O	O	-
Michel	O	O	-
LÉVy	O	O	-
FrÈRes	O	O	-
3	O	O	-
,	O	O	-
rue	O	O	-
auber	O	O	-
,	O	O	-
3	O	O	-
—	O	O	-
1881	O	O	-
Droits	O	O	-
de	O	O	-
reproduction	O	O	-
et	O	O	-
de	O	O	-
traduction	O	O	-
réservés	O	O	-
I	O	O	-
Il	O	O	-
y	O	O	-
a	O	O	-
trois	O	O	-
ans	O	O	-
,	O	O	-
il	O	O	-
arriva	O	O	-
à	O	O	-
Saint	O	O	-
-	O	O	-
Front	O	O	-
,	O	O	-
petite	O	O	-
ville	O	O	-
fort	O	O	-
laide	O	O	-
qui	O	O	-
est	O	O	-
située	O	O	-
dans	O	O	-
nos	O	O	-
environs	O	O	-
et	O	O	-
que	O	O	-
je	O	O	-
ne	O	O	-
vous	O	O	-
engage	O	O	-
pas	O	O	-
à	O	O	-
chercher	O	O	-
sur	O	O	-
la	O	O	-
carte	O	O	-
,	O	O	-
même	O	O	-
sur	O	O	-
celle	O	O	-
de	O	O	-
Cassini	O	O	-
,	O	O	-
une	O	O	-
aventure	O	O	-
qui	O	O	-
fit	O	O	-
beaucoup	O	O	-
jaser	O	O	-
,	O	O	-
quoiqu'	O	O	-
elle	O	O	-
n'	O	O	-
eût	O	O	-
rien	O	O	-
de	O	O	-
bien	O	O	-
intéressant	O	O	-
par	O	O	-
elle	O	O	-
-	O	O	-
même	O	O	-
,	O	O	-
mais	O	O	-
dont	O	O	-
les	O	O	-
suites	O	O	-
,	O	O	-
furent	O	O	-
fort	O	O	-
graves	O	O	-
,	O	O	-
quoiqu'	O	O	-
on	O	O	-
n'	O	O	-
en	O	O	-
ait	O	O	-
rien	O	O	-
su	O	O	-
.	O	O	-
C'	O	O	-
était	O	O	-
par	O	O	-
une	O	O	-
nuit	O	O	-
sombre	O	O	-
et	O	O	-
par	O	O	-
une	O	O	-
pluie	O	O	-
froide	O	O	-
.	O	O	-
Une	O	O	-
chaise	O	O	-
de	O	O	-
poste	O	O	-
entra	O	O	-
dans	O	O	-
la	O	O	-
cour	O	O	-
de	O	O	-
l'	O	O	-
auberge	O	O	-
du	O	O	-
Lion	O	O	-
-	O	O	-
Couronné	O	O	-
.	O	O	-
Une	O	O	-
voix	O	O	-
de	O	O	-
femme	O	O	-
demanda	O	O	-
des	O	O	-
chevaux	O	O	-
,	O	O	-
vite	O	O	-
,	O	O	-
vite	O	O	-
!	O	O	-
…	O	O	-
Le	O	O	-
postillon	O	O	-
vint	O	O	-
lui	O	O	-
répondre	O	O	-
fort	O	O	-
lentement	O	O	-
que	O	O	-
cela	O	O	-
était	O	O	-
facile	O	O	-
à	O	O	-
dire	O	O	-
;	O	O	-
qu'	O	O	-
il	O	O	-
n'	O	O	-
y	O	O	-
avait	O	O	-
pas	O	O	-
de	O	O	-
chevaux	O	O	-
,	O	O	-
vu	O	O	-
que	O	O	-
l'	O	O	-
épidémie	O	O	-
(	O	O	-
cette	O	O	-
même	O	O	-
épidémie	O	O	-
qui	O	O	-
est	O	O	-
en	O	O	-
permanence	O	O	-
dans	O	O	-
certains	O	O	-
relais	O	O	-
sur	O	O	-
les	O	O	-
routes	O	O	-
peu	O	O	-
fréquentées	O	O	-
)	O	O	-
en	O	O	-
avait	O	O	-
enlevé	O	O	-
trente	O	O	-
-	O	O	-
sept	O	O	-
la	O	O	-
semaine	O	O	-
dernière	O	O	-
;	O	O	-
qu'	O	O	-
enfin	O	O	-
on	O	O	-
pourrait	O	O	-
partir	O	O	-
dans	O	O	-
la	O	O	-
nuit	O	O	-
,	O	O	-
mais	O	O	-
qu'	O	O	-
il	O	O	-
fallait	O	O	-
attendre	O	O	-
que	O	O	-
l'	O	O	-
attelage	O	O	-
qui	O	O	-
venait	O	O	-
de	O	O	-
conduire	O	O	-
la	O	O	-
patache	O	O	-
fût	O	O	-
un	O	O	-
peu	O	O	-
rafraîchi	O	O	-
.	O	O	-
—	B-Citation	O	233
Cela	I-Citation	O	-
sera	I-Citation	O	-
-	I-Citation	O	-
t	I-Citation	O	-
-	I-Citation	O	-
il	I-Citation	O	-
bien	I-Citation	O	-
long	I-Citation	O	-
?	E-Citation	O	-
demanda	O	O	-
le	O	O	-
laquais	O	O	-
empaqueté	O	O	-
de	O	O	-
fourrures	O	O	-
qui	O	O	-
était	O	O	-
installé	O	O	-
sur	O	O	-
le	O	O	-
siége	O	O	-
.	O	O	-
—	O	B-Citation	233

rue	O	O	-
auber	O	O	-
,	O	O	-
3	O	O	-
—	O	O	-
1881	O	O	-
Droits	O	O	-
de	O	O	-
reproduction	O	O	-
et	O	O	-
de	O	O	-
traduction	O	O	-
réservés	O	O	-
I	O	O	-
Il	O	O	-
y	O	O	-
a	O	O	-
trois	O	O	-
ans	O	O	-
,	O	O	-
il	O	O	-
arriva	O	O	-
à	O	O	-
Saint	O	O	-
-	O	O	-
Front	O	O	-
,	O	O	-
petite	O	O	-
ville	O	O	-
fort	O	O	-
laide	O	O	-
qui	O	O	-
est	O	O	-
située	O	O	-
dans	O	O	-
nos	O	O	-
environs	O	O	-
et	O	O	-
que	O	O	-
je	O	O	-
ne	O	O	-
vous	O	O	-
engage	O	O	-
pas	O	O	-
à	O	O	-
chercher	O	O	-
sur	O	O	-
la	O	O	-
carte	O	O	-
,	O	O	-
même	O	O	-
sur	O	O	-
celle	O	O	-
de	O	O	-
Cassini	O	O	-
,	O	O	-
une	O	O	-
aventure	O	O	-
qui	O	O	-
fit	O	O	-
beaucoup	O	O	-
jaser	O	O	-
,	O	O	-
quoiqu'	O	O	-
elle	O	O	-
n'	O	O	-
eût	O	O	-
rien	O	O	-
de	O	O	-
bien	O	O	-
intéressant	O	O	-
par	O	O	-
elle	O	O	-
-	O	O	-
même	O	O	-
,	O	O	-
mais	O	O	-
dont	O	O	-
les	O	O	-
suites	O	O	-
,	O	O	-
furent	O	O	-
fort	O	O	-
graves	O	O	-
,	O	O	-
quoiqu'	O	O	-
on	O	O	-
n'	O	O	-
en	O	O	-
ait	O	O	-
rien	O	O	-
su	O	O	-
.	O	O	-
C'	O	O	-
était	O	O	-
par	O	O	-
une	O	O	-
nuit	O	O	-
sombre	O	O	-
et	O	O	-
par	O	O	-
une	O	O	-
pluie	O	O	-
froide	O	O	-
.	O	O	-
Une	O	O	-
chaise	O	O	-
de	O	O	-
poste	O	O	-
entra	O	O	-
dans	O	O	-
la	O	O	-
cour	O	O	-
de	O	O	-
l'	O	O	-
auberge	O	O	-
du	O	O	-
Lion	O	O	-
-	O	O	-
Couronné	O	O	-
.	O	O	-
Une	O	O	-
voix	O	O	-
de	O	O	-
femme	O	O	-
demanda	O	O	-
des	O	O	-
chevaux	O	O	-
,	O	O	-
vite	O	O	-
,	O	O	-
vite	O	O	-
!	O	O	-
…	O	O	-
Le	O	O	-
postillon	O	O	-
vint	O	O	-
lui	O	O	-
répondre	O	O	-
fort	O	O	-
lentement	O	O	-
que	O	O	-
cela	O	O	-
était	O	O	-
facile	O	O	-
à	O	O	-
dire	O	O	-
;	O	O	-
qu'	O	O	-
il	O	O	-
n'	O	O	-
y	O	O	-
avait	O	O	-
pas	O	O	-
de	O	O	-
chevaux	O	O	-
,	O	O	-
vu	O	O	-
que	O	O	-
l'	O	O	-
épidémie	O	O	-
(	O	O	-
cette	O	O	-
même	O	O	-
épidémie	O	O	-
qui	O	O	-
est	O	O	-
en	O	O	-
permanence	O	O	-
dans	O	O	-
certains	O	O	-
relais	O	O	-
sur	O	O	-
les	O	O	-
routes	O	O	-
peu	O	O	-
fréquentées	O	O	-
)	O	O	-
en	O	O	-
avait	O	O	-
enlevé	O	O	-
trente	O	O	-
-	O	O	-
sept	O	O	-
la	O	O	-
semaine	O	O	-
dernière	O	O	-
;	O	O	-
qu'	O	O	-
enfin	O	O	-
on	O	O	-
pourrait	O	O	-
partir	O	O	-
dans	O	O	-
la	O	O	-
nuit	O	O	-
,	O	O	-
mais	O	O	-
qu'	O	O	-
il	O	O	-
fallait	O	O	-
attendre	O	O	-
que	O	O	-
l'	O	O	-
attelage	O	O	-
qui	O	O	-
venait	O	O	-
de	O	O	-
conduire	O	O	-
la	O	O	-
patache	O	O	-
fût	O	O	-
un	O	O	-
peu	O	O	-
rafraîchi	O	O	-
.	O	O	-
—	B-Citation	O	217
Cela	I-Citation	O	-
sera	I-Citation	O	-
-	I-Citation	O	-
t	I-Citation	O	-
-	I-Citation	O	-
il	I-Citation	O	-
bien	I-Citation	O	-
long	I-Citation	O	-
?	E-Citation	O	-
demanda	O	O	-
le	O	O	-
laquais	O	O	-
empaqueté	O	O	-
de	O	O	-
fourrures	O	O	-
qui	O	O	-
était	O	O	-
installé	O	O	-
sur	O	O	-
le	O	O	-
siége	O	O	-
.	O	O	-
—	O	B-Citation	217
C'	O	I-Citation	-
est	O	I-Citation	-
l'	O	I-Citation	-
affaire	O	I-Citation	-
d'	O	I-Citation	-
une	O	I-Citation	-
heure	O	I-Citation	-
,	O	I-Citation	-
répondit	B-Incise	I-Citation	217
le	I-Incise	I-Citation	-
postillon	I-Incise	I-Citation	-
à	I-Incise	I-Citation	-
demi	I-Incise	I-Citation	-
débotté	I-Incise	I-Citation	-
;	E-Incise	I-Citation	-
nous	O	I-Citation	-

a	O	O	-
trois	O	O	-
ans	O	O	-
,	O	O	-
il	O	O	-
arriva	O	O	-
à	O	O	-
Saint	O	O	-
-	O	O	-
Front	O	O	-
,	O	O	-
petite	O	O	-
ville	O	O	-
fort	O	O	-
laide	O	O	-
qui	O	O	-
est	O	O	-
située	O	O	-
dans	O	O	-
nos	O	O	-
environs	O	O	-
et	O	O	-
que	O	O	-
je	O	O	-
ne	O	O	-
vous	O	O	-
engage	O	O	-
pas	O	O	-
à	O	O	-
chercher	O	O	-
sur	O	O	-
la	O	O	-
carte	O	O	-
,	O	O	-
même	O	O	-
sur	O	O	-
celle	O	O	-
de	O	O	-
Cassini	O	O	-
,	O	O	-
une	O	O	-
aventure	O	O	-
qui	O	O	-
fit	O	O	-
beaucoup	O	O	-
jaser	O	O	-
,	O	O	-
quoiqu'	O	O	-
elle	O	O	-
n'	O	O	-
eût	O	O	-
rien	O	O	-
de	O	O	-
bien	O	O	-
intéressant	O	O	-
par	O	O	-
elle	O	O	-
-	O	O	-
même	O	O	-
,	O	O	-
mais	O	O	-
dont	O	O	-
les	O	O	-
suites	O	O	-
,	O	O	-
furent	O	O	-
fort	O	O	-
graves	O	O	-
,	O	O	-
quoiqu'	O	O	-
on	O	O	-
n'	O	O	-
en	O	O	-
ait	O	O	-
rien	O	O	-
su	O	O	-
.	O	O	-
C'	O	O	-
était	O	O	-
par	O	O	-
une	O	O	-
nuit	O	O	-
sombre	O	O	-
et	O	O	-
par	O	O	-
une	O	O	-
pluie	O	O	-
froide	O	O	-
.	O	O	-
Une	O	O	-
chaise	O	O	-
de	O	O	-
poste	O	O	-
entra	O	O	-
dans	O	O	-
la	O	O	-
cour	O	O	-
de	O	O	-
l'	O	O	-
auberge	O	O	-
du	O	O	-
Lion	O	O	-
-	O	O	-
Couronné	O	O	-
.	O	O	-
Une	O	O	-
voix	O	O	-
de	O	O	-
femme	O	O	-
demanda	O	O	-
des	O	O	-
chevaux	O	O	-
,	O	O	-
vite	O	O	-
,	O	O	-
vite	O	O	-
!	O	O	-
…	O	O	-
Le	O	O	-
postillon	O	O	-
vint	O	O	-
lui	O	O	-
répondre	O	O	-
fort	O	O	-
lentement	O	O	-
que	O	O	-
cela	O	O	-
était	O	O	-
facile	O	O	-
à	O	O	-
