L'	O	O	-
aube	O	O	-
Dianzi	O	O	-
,	O	O	-
nell'	O	O	-
alba	O	O	-
che	O	O	-
precede	O	O	-
al	O	O	-
giorno	O	O	-
Quando	O	O	-
l'	O	O	-
anima	O	O	-
tua	O	O	-
dentro	O	O	-
dormia	O	O	-
.	O	O	-
.	O	O	-
.	O	O	-
PURG	O	O	-
.	O	O	-
IX	O	O	-
I	O	O	-
.	O	O	-
Come	O	O	-
,	O	O	-
quando	O	O	-
i	O	O	-
vapori	O	O	-
umidi	O	O	-
e	O	O	-
spessi	O	O	-
A	O	O	-
diradar	O	O	-
cominciansi	O	O	-
,	O	O	-
la	O	O	-
spera	O	O	-
Del	O	O	-
sol	O	O	-
debilemente	O	O	-
entra	O	O	-
per	O	O	-
essi	O	O	-
…	O	O	-
PURG	O	O	-
.	O	O	-
XVII	O	O	-
.	O	O	-
Le	O	O	-
grondement	O	O	-
du	O	O	-
fleuve	O	O	-
monte	O	O	-
derrière	O	O	-
la	O	O	-
maison	O	O	-
.	O	O	-
La	O	O	-
pluie	O	O	-
bat	O	O	-
les	O	O	-
carreaux	O	O	-
depuis	O	O	-
le	O	O	-
commencement	O	O	-
du	O	O	-
jour	O	O	-
.	O	O	-
Une	O	O	-
buée	O	O	-
d'	O	O	-
eau	O	O	-
ruisselle	O	O	-
sur	O	O	-
la	O	O	-
vitre	O	O	-
au	O	O	-
coin	O	O	-
fêlé	O	O	-
.	O	O	-
Le	O	O	-
jour	O	O	-
jaunâtre	O	O	-
s'	O	O	-
éteint	O	O	-
.	O	O	-
Il	O	O	-
fait	O	O	-
tiède	O	O	-
et	O	O	-
fade	O	O	-
dans	O	O	-
la	O	O	-
chambre	O	O	-
.	O	O	-
Le	O	O	-
nouveau	O	O	-
-	O	O	-
né	O	O	-
s'	O	O	-
agite	O	O	-
dans	O	O	-
son	O	O	-
berceau	O	O	-
.	O	O	-
Bien	O	O	-
que	O	O	-
le	O	O	-
vieux	O	O	-
ait	O	O	-
laissé	O	O	-
,	O	O	-
pour	O	O	-
entrer	O	O	-
,	O	O	-
ses	O	O	-
sabots	O	O	-
à	O	O	-
la	O	O	-
porte	O	O	-
,	O	O	-
son	O	O	-
pas	O	O	-
a	O	O	-
fait	O	O	-
craquer	O	O	-
le	O	O	-
plancher	O	O	-
:	O	O	-
l'	O	O	-
enfant	O	O	-
commence	O	O	-
à	O	O	-
geindre	O	O	-
.	O	O	-
La	O	O	-
mère	O	O	-
se	O	O	-
penche	O	O	-
hors	O	O	-
de	O	O	-
son	O	O	-
lit	O	O	-
,	O	O	-
afin	O	O	-
de	O	O	-
le	O	O	-
rassurer	O	O	-
;	O	O	-
et	O	O	-
le	O	O	-
grand	O	O	-
-	O	O	-
père	O	O	-
allume	O	O	-
la	O	O	-
lampe	O	O	-
en	O	O	-
tâtonnant	O	O	-
,	O	O	-
pour	O	O	-
que	O	O	-
le	O	O	-
petit	O	O	-
n'	O	O	-
ait	O	O	-
pas	O	O	-
peur	O	O	-
de	O	O	-
la	O	O	-
nuit	O	O	-
.	O	O	-
La	O	O	-
flamme	O	O	-
éclaire	O	O	-
la	O	O	-
figure	O	O	-
rouge	O	O	-
du	O	O	-
vieux	O	O	-
Jean	O	O	-
-	O	O	-
Michel	O	O	-
,	O	O	-
sa	O	O	-
barbe	O	O	-
blanche	O	O	-
et	O	O	-
rude	O	O	-
,	O	O	-
son	O	O	-
air	O	O	-
bourru	O	O	-
et	O	O	-
ses	O	O	-
yeux	O	O	-
vifs	O	O	-
.	O	O	-
Il	O	O	-
vient	O	O	-
près	O	O	-
du	O	O	-
berceau	O	O	-
.	O	O	-
Son	O	O	-
manteau	O	O	-
sent	O	O	-
le	O	O	-
mouillé	O	O	-
;	O	O	-
il	O	O	-
traîne	O	O	-
en	O	O	-
marchant	O	O	-
ses	O	O	-
