Audoux	O	O
-	O	O
De	O	O
la	O	O
ville	O	O
au	O	O
moulin	O	O
1	O	O
5	O	O
-	O	O
20	O	O
I	O	O
Pour	O	O
la	O	O
seconde	B-EVENT	O
fois	E-EVENT	O
,	O	O
j'	O	O
ouvris	B-EVENT	O
les	I-EVENT	O
yeux	E-EVENT	O
sans	O	O
reconnaître	O	O
l'	O	O
endroit	O	O
où	O	O
je	O	O
me	B-EVENT	O
trouvais	I-EVENT	O
couchée	E-EVENT	O
.	O	O

Où	O	O
donc	O	O
était	O	O
notre	O	O
chambre	O	O
d'	O	O
enfant	O	O
,	O	O
avec	O	O
sa	O	O
fenêtre	O	O
grillagée	O	O
,	O	O
ses	O	O
murs	O	O
tapissés	O	O
de	O	O
papier	O	O
à	O	O
grosses	O	O
fleurs	O	O
,	O	O
et	O	O
sa	O	O
cheminée	O	O
tout	O	O
encombrée	O	O
de	O	O
photographies	O	O
?	O	O
Ici	O	O
c'	O	O
était	O	O
une	O	O
longue	O	O
salle	O	O
aux	O	O
murs	O	O
blancs	O	O
,	O	O
où	O	O
s'	O	O
alignaient	O	O
deux	O	O
rangées	O	O
de	O	O
petits	O	O
lits	O	O
et	O	O
où	O	O
s'	O	O
ouvraient	O	O
de	O	O
hautes	O	O
et	O	O
larges	O	O
fenêtres	O	O
laissant	O	O
voir	O	O
de	O	O
grands	O	O
carrés	O	O
de	O	O
ciel	O	O
bleu	O	O
.	O	O

J'	O	O
abaissai	B-EVENT	O
de	I-EVENT	O
nouveau	I-EVENT	O
les	I-EVENT	O
paupières	E-EVENT	O
,	O	O
espérant	O	O
que	O	O
tout	O	O
cela	O	O
disparaîtrait	O	O
et	O	O
que	O	O
j'	O	O
allais	O	O
me	O	O
retrouver	O	O
chez	O	O
mes	O	O
parents	O	O
,	O	O
dans	O	O
la	O	O
pièce	O	O
un	O	O
peu	O	O
sombre	O	O
où	O	O
étaient	O	O
les	O	O
lits	O	O
de	O	O
mes	O	O
frères	O	O
et	O	O
sœurs	O	O
,	O	O
et	O	O
dans	O	O
tous	O	O
les	O	O
coins	O	O
,	O	O
entassés	O	O
pêle	O	O
-	O	O
mêle	O	O
,	O	O
des	O	O
jouets	O	O
de	O	O
toutes	O	O
sortes	O	O
et	O	O
de	O	O
toute	O	O
couleur	O	O
.	O	O

Pour	O	O
m'	O	O
assurer	O	O
que	O	O
j'	O	O
étais	O	O
bien	O	O
éveillée	O	O
,	O	O
je	O	O
cherchai	B-EVENT	O
à	I-EVENT	O
reconnaître	I-EVENT	O
les	I-EVENT	O
bruits	E-EVENT	O
.	O	O

Il	O	O
ne	O	O
s'	O	O
en	O	O
faisait	O	O
guère	O	O
.	O	O

Seul	O	O
,	O	O
un	O	O
peu	O	O
en	O	O
arrière	O	O
de	O	O
moi	O	O
,	O	O
un	O	O
homme	O	O
parlait	B-EVENT	O
à	I-EVENT	O
voix	I-EVENT	O
basse	E-EVENT	O
,	O	O
et	O	O
malgré	O	O
toute	O	O
mon	O	O
attention	O	O
,	O	O
il	O	O
me	B-EVENT	O
fut	I-EVENT	O
impossible	I-EVENT	O
de	I-EVENT	O
distinguer	E-EVENT	O
la	O	O
moindre	O	O
de	O	O
ses	O	O
paroles	S-EVENT	O
.	O	O

Je	O	O
comprenais	O	O
pourtant	O	O
,	O	O
à	O	O
la	O	O
façon	O	O
dont	O	O
il	O	O
appuyait	O	O
sur	O	O
les	O	O
mots	O	O
qu'	O	O
il	O	O
donnait	B-EVENT	O
des	I-EVENT	O
indications	I-EVENT	O
précises	E-EVENT	O
,	O	O
et	O	O
faisait	B-EVENT	O
des	I-EVENT	O
recommandations	I-EVENT	O
très	I-EVENT	O
importantes	E-EVENT	O
.	O	O

Lorsqu'	O	O
il	O	O
se	B-EVENT	O
tut	E-EVENT	O
,	O	O
une	O	O
autre	O	O
voix	S-EVENT	O
se	B-EVENT	O
fit	I-EVENT	O
entendre	E-EVENT	O
.	O	O

Celle	O	O
-	O	O
là	O	O
!	O	O
je	O	O
la	O	O
reconnus	S-EVENT	O
aussitôt	O	O
quoiqu'	O	O
elle	O	O
fût	O	O
plus	O	O
assourdie	O	O
encore	O	O
.	O	O

C'	O	O
était	O	O
mon	O	O
cher	O	O
papa	O	O
qui	O	O
parlait	S-EVENT	O
,	O	O
et	O	O
dans	O	O
ma	O	O
joie	O	O
de	O	O
le	O	O
savoir	O	O
là	O	O
,	O	O
je	O	O
fis	O	O
un	O	O
brusque	O	O
mouvement	O	O
pour	O	O
me	O	O
tourner	O	O
vers	O	O
lui	O	O
,	O	O
mais	O	O
au	O	O
même	O	O
instant	O	O
,	O	O
je	O	O
ressentis	O	O
dans	O	O
la	O	O
hanche	O	O
une	O	O
douleur	O	O
qui	O	O
m'	O	O
arracha	O	O
un	O	O
cri	O	O
aigu	O	O
et	O	O
m'	O	O
obligea	O	O
de	O	O
rester	O	O
immobile	O	O
.	O	O

La	O	O
souffrance	S-EVENT	O
qui	O	O
réveillait	S-EVENT	O
si	O	O
brutalement	O	O
mon	O	O
corps	S-EVENT	O
réveillait	O	O
avec	O	O
la	O	O
même	O	O
brutalité	O	O
ma	O	O
mémoire	S-EVENT	O
.	O	O

Toute	O	O
la	O	O
clarté	O	O
de	O	O
la	O	O
salle	O	O
sembla	O	O
entrer	O	O
d'	O	O
un	O	O
coup	O	O
dans	O	O
mon	O	O
cerveau	O	O
pour	O	O
mieux	O	O
éclairer	O	O
l'	O	O
épouvantable	S-EVENT	O
scène	S-EVENT	O
qui	O	O
avait	B-EVENT	O
eu	I-EVENT	O
lieu	E-EVENT	O
chez	O	O
nous	O	O
quelques	O	O
heures	O	O
plus	O	O
tôt	O	O
.	O	O

Je	O	O
revis	B-EVENT	O
mon	I-EVENT	O
père	I-EVENT	O
les	I-EVENT	O
deux	I-EVENT	O
poings	I-EVENT	O
levés	E-EVENT	O
,	O	O
et	O	O
ma	O	O
mère	O	O
dressée	O	O
en	O	O
face	O	O
de	O	O
lui	O	O
comme	O	O
la	O	O
plus	O	O
méchante	O	O
des	O	O
femmes	O	O
.	O	O

Je	O	O
revis	B-EVENT	O
mon	I-EVENT	O
frère	E-EVENT	O
,	O	O
le	O	O
doux	O	O
Firmin	O	O
,	O	O
pâle	O	O
et	O	O
comme	O	O
pétrifié	O	O
,	O	O
tendant	B-EVENT	O
vers	I-EVENT	O
eux	I-EVENT	O
ses	I-EVENT	O
mains	E-EVENT	O
frêles	O	O
.	O	O

Je	O	O
revis	B-EVENT	O
Angèle	E-EVENT	O
,	O	O
ma	O	O
sœur	O	O
,	O	O
agenouillée	S-EVENT	O
et	O	O
demandant	O	O
du	O	O
secours	O	O
à	O	O
Dieu	O	O
,	O	O
et	O	O
j'	O	O
entendis	B-EVENT	O
les	I-EVENT	O
cris	I-EVENT	O
terrifiés	I-EVENT	O
de	I-EVENT	O
Nicole	I-EVENT	O
et	I-EVENT	O
Nicolas	E-EVENT	O
,	O	O
les	O	O
deux	O	O
jumeaux	O	O
.	O	O

Puis	O	O
je	O	O
me	B-EVENT	O
revis	I-EVENT	O
moi	I-EVENT	O
-	I-EVENT	O
même	I-EVENT	O
lancée	I-EVENT	O
entre	I-EVENT	O
mes	I-EVENT	O
parents	E-EVENT	O
pour	O	O
les	O	O
séparer	O	O
,	O	O
et	O	O
je	O	O
crus	B-EVENT	O
sentir	I-EVENT	O
de	I-EVENT	O
nouveau	I-EVENT	O
le	I-EVENT	O
choc	E-EVENT	O
qui	O	O
m'	B-EVENT	O
avait	I-EVENT	O
jetée	I-EVENT	O
à	I-EVENT	O
terre	E-EVENT	O
ainsi	O	O
que	O	O
le	O	O
poids	O	O
énorme	O	O
de	O	O
deux	O	O
créatures	O	O
en	O	O
furie	O	O
que	O	O
ma	O	O
chute	S-EVENT	O
avait	O	O
entraînées	O	O
et	O	O
qui	O	O
s'	O	O
étaient	O	O
abattues	O	O
ensemble	O	O
sur	O	O
moi	O	O
.	O	O

De	O	O
ce	O	O
qui	O	O
s'	O	O
était	O	O
passé	O	O
ensuite	O	O
je	O	O
ne	O	O
savais	O	O
rien	O	O
.	O	O

Je	O	O
me	O	O
souvenais	O	O
seulement	O	O
des	O	O
cahots	S-EVENT	O
du	O	O
fiacre	S-EVENT	O
qui	O	O
m'	B-EVENT	O
avait	I-EVENT	O
amenée	I-EVENT	O
à	I-EVENT	O
l'	I-EVENT	O
hôpital	E-EVENT	O
,	O	O
et	O	O
de	O	O
la	O	O
question	S-EVENT	O
directe	O	O
du	O	O
médecin	S-EVENT	O
au	O	O
vieux	O	O
cocher	O	O
:	O	O
«	O	O
C'	O	O
est	O	O
votre	O	O
voiture	O	O
qui	O	O
lui	O	O
a	O	O
passé	O	O
sur	O	O
le	O	O
corps	O	O
?	O	O
Le	O	O
même	O	O
médecin	S-EVENT	O
,	O	O
penché	O	O
à	O	O
présent	O	O
sur	O	O
moi	O	O
me	O	O
demandait	S-EVENT	O
:	O	O
—	O	O
Souffrez	O	O
-	O	O
vous	O	O
beaucoup	O	O
,	O	O
mon	O	O
enfant	O	O
?	O	O
Je	O	O
ne	B-EVENT	O
répondis	I-EVENT	O
pas	E-EVENT	O
.	O	O

J'	O	O
écoutais	B-EVENT	O
le	I-EVENT	O
pas	E-EVENT	O
glissé	O	O
de	O	O
deux	O	O
personnes	O	O
qui	O	O
cherchaient	B-EVENT	O
à	I-EVENT	O
s'	I-EVENT	O
éloigner	E-EVENT	O
sans	O	O
bruit	O	O
.	O	O

J'	O	O
étais	O	O
sûre	O	O
que	O	O
c'	O	O
étaient	O	O
mon	O	O
père	O	O
et	O	O
ma	O	O
mère	O	O
qui	O	O
s'	B-EVENT	O
en	I-EVENT	O
allaient	E-EVENT	O
ainsi	O	O
,	O	O
et	O	O
malgré	O	O
la	O	O
douleur	B-EVENT	O
de	I-EVENT	O
ma	I-EVENT	O
hanche	E-EVENT	O
,	O	O
je	O	O
voulus	O	O
me	O	O
dresser	O	O
pour	O	O
les	O	O
appeler	O	O
,	O	O
mais	O	O
le	O	O
médecin	O	O
appuya	B-EVENT	O
des	I-EVENT	O
deux	I-EVENT	O
mains	I-EVENT	O
sur	I-EVENT	O
ma	I-EVENT	O
poitrine	E-EVENT	O
,	O	O
en	B-EVENT	O
disant	E-EVENT	O
:	O	O
—	O	O
Il	O	O
ne	O	O
faut	O	O
pas	O	O
bouger	O	O
,	O	O
surtout	O	O
.	O	O

Penché	O	O
sur	O	O
moi	O	O
,	O	O
il	O	O
me	O	O
cachait	O	O
une	O	O
partie	O	O
de	O	O
la	O	O
salle	O	O
,	O	O
mais	O	O
dans	O	O
l'	O	O
ouverture	O	O
que	O	O
formait	O	O
l'	O	O
un	O	O
de	O	O
ses	O	O
bras	O	O
,	O	O
je	O	O
voyais	B-EVENT	O
mes	I-EVENT	O
parents	I-EVENT	O
gagner	I-EVENT	O
la	I-EVENT	O
sortie	E-EVENT	O
.	O	O

Oh	O	O
!	O	O
comme	O	O
ils	O	O
avaient	B-EVENT	O
l'	I-EVENT	O
air	I-EVENT	O
malheureux	E-EVENT	O
!	O	O
Ma	O	O
mère	O	O
si	O	O
légère	O	O
d'	O	O
habitude	O	O
,	O	O
marchait	O	O
presque	O	O
lourdement	O	O
,	O	O
et	O	O
mon	O	O
père	O	O
la	O	O
suivait	O	O
,	O	O
tête	O	O
basse	O	O
,	O	O
et	O	O
son	O	O
chapeau	O	O
à	O	O
la	O	O
main	O	O
comme	O	O
à	O	O
un	O	O
enterrement	O	O
.	O	O

J'	O	O
en	O	O
ressentis	B-EVENT	O
un	I-EVENT	O
immense	I-EVENT	O
chagrin	E-EVENT	O
.	O	O

Et	O	O
tandis	O	O
que	O	O
le	O	O
médecin	O	O
continuait	B-EVENT	O
à	I-EVENT	O
s'	I-EVENT	O
informer	I-EVENT	O
de	I-EVENT	O
ma	I-EVENT	O
souffrance	E-EVENT	O
,	O	O
des	O	O
larmes	S-EVENT	O
se	O	O
pressèrent	O	O
en	O	O
foule	O	O
sous	O	O
mes	O	O
paupières	O	O
,	O	O
et	O	O
malgré	O	O
moi	O	O
,	O	O
jaillirent	O	O
avec	O	O
force	O	O
.	O	O

Les	O	O
jours	O	O
suivants	O	O
,	O	O
la	O	O
douleur	B-EVENT	O
de	I-EVENT	O
mon	I-EVENT	O
corps	E-EVENT	O
devint	O	O
si	O	O
vive	O	O
que	O	O
je	O	O
n'	B-EVENT	O
apportai	I-EVENT	O
d'	I-EVENT	O
attention	I-EVENT	O
à	I-EVENT	O
rien	I-EVENT	O
d'	I-EVENT	O
autre	E-EVENT	O
qu'	O	O
à	O	O
elle	O	O
.	O	O

La	O	O
présence	O	O
même	O	O
de	O	O
mes	O	O
parents	O	O
me	O	O
laissait	O	O
indifférente	O	O
.	O	O

Je	O	O
souffrais	S-EVENT	O
.	O	O

Je	O	O
souffrais	S-EVENT	O
atrocement	O	O
et	O	O
sans	O	O
répit	O	O
,	O	O
et	O	O
mon	O	O
immobilité	O	O
parfaite	O	O
n'	O	O
avait	O	O
pas	O	O
un	O	O
seul	O	O
instant	O	O
raison	O	O
de	O	O
cette	O	O
souffrance	S-EVENT	O
.	O	O

Pendant	O	O
la	O	O
nuit	O	O
,	O	O
je	O	O
la	B-EVENT	O
sentais	E-EVENT	O
à	O	O
travers	O	O
une	O	O
somnolence	O	O
insupportable	O	O
,	O	O
et	O	O
dont	O	O
j'	O	O
essayais	O	O
de	O	O
sortir	O	O
par	O	O
des	O	O
soubresauts	S-EVENT	O
violents	O	O
qui	O	O
augmentaient	B-EVENT	O
mon	I-EVENT	O
mal	E-EVENT	O
.	O	O

C'	O	O
était	O	O
alors	O	O
l'	O	O
affreux	S-EVENT	O
rêve	S-EVENT	O
qui	O	O
arrivait	O	O
.	O	O

Un	O	O
homme	O	O
,	O	O
toujours	O	O
le	O	O
même	O	O
,	O	O
levait	B-EVENT	O
sur	I-EVENT	O
moi	I-EVENT	O
un	I-EVENT	O
marteau	E-EVENT	O
,	O	O
et	O	O
cherchait	O	O
à	O	O
me	B-EVENT	O
briser	I-EVENT	O
la	I-EVENT	O
hanche	E-EVENT	O
en	B-EVENT	O
la	I-EVENT	O
frappant	I-EVENT	O
à	I-EVENT	O
grands	I-EVENT	O
coups	E-EVENT	O
.	O	O

L'	O	O
infirmière	O	O
effrayée	O	O
des	O	O
cris	O	O
sourds	O	O
que	O	O
je	O	O
poussais	O	O
venait	B-EVENT	O
me	I-EVENT	O
parler	E-EVENT	O
en	B-EVENT	O
mettant	I-EVENT	O
sa	I-EVENT	O
main	I-EVENT	O
sur	I-EVENT	O
mon	I-EVENT	O
front	E-EVENT	O
,	O	O
et	O	O
je	O	O
m'	O	O
efforçais	O	O
moi	O	O
-	O	O
même	O	O
de	O	O
chasser	O	O
la	O	O
somnolence	O	O
et	O	O
son	O	O
rêve	O	O
.	O	O

Cet	O	O
état	O	O
dura	B-EVENT	O
une	I-EVENT	O
semaine	E-EVENT	O
qui	O	O
me	O	O
parut	O	O
plus	O	O
longue	O	O
que	O	O
tout	O	O
mon	O	O
temps	O	O
déjà	O	O
vécu	O	O
.	O	O

Puis	O	O
,	O	O
l'	O	O
homme	O	O
au	O	O
marteau	O	O
céda	B-EVENT	O
sa	I-EVENT	O
place	E-EVENT	O
à	O	O
un	O	O
tombereau	B-EVENT	O
plein	I-EVENT	O
de	I-EVENT	O
pierres	E-EVENT	O
dont	O	O
une	O	O
roue	O	O
m'	B-EVENT	O
écrasait	I-EVENT	O
la	I-EVENT	O
hanche	E-EVENT	O
,	O	O
mais	O	O
de	O	O
temps	O	O
à	O	O
autre	O	O
,	O	O
je	O	O
réussissais	S-EVENT	O
,	O	O
pour	O	O
une	O	O
minute	O	O
,	O	O
à	O	O
soulever	B-EVENT	O
le	I-EVENT	O
lourd	I-EVENT	O
tombereau	E-EVENT	O
,	O	O
et	O	O
cette	O	O
minute	O	O
sans	O	O
souffrance	O	O
m'	O	O
était	O	O
plus	O	O
précieuse	O	O
que	O	O
la	O	O
clarté	O	O
du	O	O
soleil	O	O
.	O	O

L'	O	O
apaisement	S-EVENT	O
se	O	O
décida	O	O
pourtant	O	O
à	O	O
venir	O	O
.	O	O

Mon	O	O
mal	S-EVENT	O
qui	O	O
continuait	O	O
à	O	O
veiller	O	O
pendant	O	O
la	O	O
nuit	O	O
s'	B-EVENT	O
endormait	I-EVENT	O
parfois	I-EVENT	O
durant	I-EVENT	O
le	I-EVENT	O
jour	E-EVENT	O
.	O	O

Dans	O	O
ces	O	O
moments	O	O
-	O	O
là	O	O
,	O	O
il	O	O
me	B-EVENT	O
venait	I-EVENT	O
un	I-EVENT	O
grand	I-EVENT	O
désir	I-EVENT	O
de	I-EVENT	O
remuer	E-EVENT	O
,	O	O
car	O	O
je	O	O
pensais	O	O
à	O	O
la	O	O
maison	O	O
,	O	O
où	O	O
malgré	O	O
mes	O	O
quatorze	O	O
ans	O	O
seulement	O	O
j'	O	O
étais	O	O
si	O	O
nécessaire	O	O
.	O	O

Qui	O	O
donc	O	O
prenait	O	O
soin	O	O
des	O	O
jumeaux	O	O
en	O	O
mon	O	O
absence	O	O
?	O	O
Ce	O	O
n'	O	O
était	O	O
pas	O	O
ma	O	O
mère	O	O
occupée	O	O
au	O	O
dehors	O	O
ainsi	O	O
que	O	O
mon	O	O
père	O	O
.	O	O

Ni	O	O
Angèle	O	O
,	O	O
qui	O	O
préparait	O	O
sa	O	O
première	O	O
communion	O	O
.	O	O

Pas	O	O
davantage	O	O
Firmin	O	O
qui	O	O
ne	O	O
savait	O	O
que	O	O
jouer	O	O
.	O	O

Et	O	O
je	O	O
n'	O	O
avais	O	O
guère	O	O
confiance	O	O
en	O	O
la	O	O
femme	O	O
de	O	O
ménage	O	O
,	O	O
vieille	O	O
et	O	O
toujours	O	O
lasse	O	O
.	O	O

Et	O	O
puis	O	O
,	O	O
qui	O	O
donc	O	O
à	O	O
part	O	O
moi	O	O
pouvait	O	O
faire	O	O
obéir	O	O
l'	O	O
espiègle	O	O
Nicole	O	O
et	O	O
le	O	O
turbulent	O	O
Nicolas	O	O
?	O	O
Et	O	O
mon	O	O
imagination	S-EVENT	O
créait	B-EVENT	O
mille	I-EVENT	O
dangers	E-EVENT	O
auxquels	O	O
les	O	O
deux	O	O
enfants	O	O
ne	O	O
pouvaient	O	O
échapper	O	O
.	O	O

Ma	O	O
mère	O	O
essaya	B-EVENT	O
de	I-EVENT	O
me	I-EVENT	O
tranquilliser	E-EVENT	O
en	B-EVENT	O
m'	I-EVENT	O
assurant	I-EVENT	O
que	I-EVENT	O
tout	I-EVENT	O
allait	I-EVENT	O
bien	I-EVENT	O
à	I-EVENT	O
la	I-EVENT	O
maison	E-EVENT	O
,	O	O
et	O	O
mon	O	O
père	O	O
agacé	O	O
par	O	O
mon	O	O
insistance	O	O
finit	B-EVENT	O
par	I-EVENT	O
me	I-EVENT	O
dire	E-EVENT	O
:	O	O
—	O	O
Ne	O	O
te	O	O
mets	O	O
pas	O	O
ainsi	O	O
en	O	O
peine	O	O
.	O	O

Personne	O	O
n'	O	O
est	O	O
indispensable	O	O
en	O	O
ce	O	O
monde	O	O
.	O	O

Heureusement	O	O
,	O	O
mes	O	O
parents	O	O
amenèrent	S-EVENT	O
bientôt	O	O
avec	O	O
eux	O	O
toute	O	O
la	O	O
petite	O	O
famille	O	O
.	O	O

Non	O	O
,	O	O
je	O	O
n'	O	O
étais	O	O
pas	O	O
indispensable	O	O
à	O	O
la	O	O
maison	O	O
et	O	O
je	O	O
dus	O	O
en	O	O
convenir	O	O
quoique	O	O
j'	O	O
en	O	O
fusse	O	O
un	O	O
peu	O	O
mortifiée	O	O
.	O	O

Les	O	O
jumeaux	O	O
avaient	B-EVENT	O
bonne	I-EVENT	O
mine	E-EVENT	O
et	O	O
ils	O	O
gardaient	B-EVENT	O
un	I-EVENT	O
air	I-EVENT	O
si	I-EVENT	O
sage	E-EVENT	O
que	O	O
je	O	O
ne	O	O
trouvais	O	O
aucune	O	O
recommandation	O	O
à	O	O
leur	O	O
faire	O	O
.	O	O

C'	O	O
est	O	O
grand	O	O
-	O	O
mère	O	O
qui	O	O
nous	O	O
avait	O	O
élevés	O	O
tandis	O	O
que	O	O
nos	O	O
parents	O	O
travaillaient	O	O
.	O	O

À	O	O
sa	O	O
mort	S-EVENT	O
,	O	O
trois	O	O
ans	O	O
plus	O	O
tôt	O	O
,	O	O
j'	O	O
étais	O	O
déjà	O	O
grande	O	O
et	O	O
forte	O	O
et	O	O
ma	O	O
mère	O	O
avait	B-EVENT	O
décidé	E-EVENT	O
que	O	O
je	O	O
resterais	B-EVENT	O
à	I-EVENT	O
la	I-EVENT	O
garde	I-EVENT	O
des	I-EVENT	O
jumeaux	E-EVENT	O
,	O	O
et	O	O
qu'	O	O
on	O	O
m'	B-EVENT	O
adjoindrait	I-EVENT	O
une	I-EVENT	O
femme	I-EVENT	O
de	I-EVENT	O
ménage	E-EVENT	O
pour	O	O
m'	O	O
éviter	O	O
les	O	O
gros	O	O
travaux	O	O
.	O	O

Ainsi	O	O
,	O	O
tout	O	O
avait	B-EVENT	O
bien	I-EVENT	O
marché	E-EVENT	O
,	O	O
nos	O	O
parents	O	O
très	O	O
unis	O	O
ne	B-EVENT	O
se	I-EVENT	O
plaisaient	I-EVENT	O
qu'	I-EVENT	O
auprès	I-EVENT	O
de	I-EVENT	O
nous	E-EVENT	O
.	O	O

Notre	O	O
père	O	O
passait	B-EVENT	O
ses	I-EVENT	O
veillées	I-EVENT	O
à	I-EVENT	O
fabriquer	I-EVENT	O
des	I-EVENT	O
jouets	E-EVENT	O
pour	O	O
les	O	O
petits	O	O
.	O	O

Et	O	O
pendant	O	O
les	O	O
vacances	O	O
notre	O	O
mère	O	O
nous	B-EVENT	O
emmenait	I-EVENT	O
dans	I-EVENT	O
la	I-EVENT	O
petite	I-EVENT	O
maison	E-EVENT	O
qu'	O	O
elle	O	O
possédait	O	O
,	O	O
tout	O	O
près	O	O
de	O	O
chez	O	O
son	O	O
frère	O	O
,	O	O
que	O	O
nous	O	O
appelions	O	O
oncle	O	O
meunier	O	O
,	O	O
et	O	O
dont	O	O
le	O	O
moulin	S-EVENT	O
tournait	B-EVENT	O
sur	I-EVENT	O
une	I-EVENT	O
jolie	I-EVENT	O
rivière	E-EVENT	O
descendant	O	O
à	O	O
la	O	O
Loire	O	O
.	O	O

Brusquement	O	O
tout	O	O
avait	B-EVENT	O
changé	E-EVENT	O
.	O	O

Des	O	O
discussions	S-EVENT	O
,	O	O
puis	O	O
de	O	O
véritables	O	O
disputes	S-EVENT	O
s'	B-EVENT	O
étaient	I-EVENT	O
élevées	I-EVENT	O
entre	I-EVENT	O
nos	I-EVENT	O
parents	E-EVENT	O
et	O	O
cela	O	O
n'	B-EVENT	O
avait	I-EVENT	O
fait	I-EVENT	O
qu'	I-EVENT	O
augmenter	E-EVENT	O
jusqu'	O	O
au	O	O
jour	O	O
où	O	O
face	O	O
à	O	O
face	O	O
,	O	O
comme	O	O
deux	O	O
ennemis	O	O
aveuglés	O	O
de	O	O
rage	O	O
,	O	O
ils	O	O
avaient	B-EVENT	O
été	I-EVENT	O
si	I-EVENT	O
près	I-EVENT	O
de	I-EVENT	O
se	I-EVENT	O
frapper	E-EVENT	O
.	O	O

Maintenant	O	O
la	O	O
paix	S-EVENT	O
paraissait	B-EVENT	O
faite	I-EVENT	O
entre	I-EVENT	O
eux	E-EVENT	O
,	O	O
ils	O	O
se	B-EVENT	O
parlaient	I-EVENT	O
avec	I-EVENT	O
douceur	E-EVENT	O
et	O	O
toute	O	O
trace	O	O
de	O	O
rancune	O	O
était	O	O
effacée	O	O
de	O	O
leur	O	O
visage	O	O
.	O	O

Dès	O	O
sa	O	O
première	B-EVENT	O
visite	E-EVENT	O
Firmin	O	O
tout	O	O
joyeux	O	O
s'	B-EVENT	O
était	I-EVENT	O
attardé	I-EVENT	O
auprès	I-EVENT	O
de	I-EVENT	O
mon	I-EVENT	O
lit	E-EVENT	O
,	O	O
pour	O	O
me	B-EVENT	O
dire	E-EVENT	O
:	O	O
—	O	O
À	O	O
présent	O	O
,	O	O
chez	O	O
nous	O	O
,	O	O
c'	O	O
est	O	O
comme	O	O
autrefois	O	O
.	O	O

Firmin	O	O
était	O	O
certainement	O	O
celui	O	O
de	O	O
nous	O	O
qui	O	O
avait	B-EVENT	O
le	I-EVENT	O
plus	I-EVENT	O
souffert	I-EVENT	O
de	I-EVENT	O
la	I-EVENT	O
désunion	I-EVENT	O
de	I-EVENT	O
nos	I-EVENT	O
parents	E-EVENT	O
.	O	O

Il	O	O
les	O	O
aimait	O	O
l'	O	O
un	O	O
et	O	O
l'	O	O
autre	O	O
d'	O	O
un	O	O
amour	O	O
infini	O	O
,	O	O
et	O	O
leurs	O	O
disputes	S-EVENT	O
l'	B-EVENT	O
avaient	I-EVENT	O
souvent	I-EVENT	O
affecté	E-EVENT	O
au	O	O
point	O	O
de	O	O
le	O	O
rendre	O	O
malade	O	O
.	O	O

Que	O	O
de	O	O
fois	O	O
,	O	O
le	O	O
soir	O	O
,	O	O
tout	O	O
grelottant	O	O
de	O	O
fièvre	O	O
dans	O	O
son	O	O
